download_rank,pdb_id,experimental_methods,resolution_combined,deposited_atom_count,coordinate_url,download_status
1257,2H3J,SOLUTION NMR,,580,https://files.rcsb.org/download/2H3J.cif.gz,not_started
1258,2H3K,SOLUTION NMR,,1184,https://files.rcsb.org/download/2H3K.cif.gz,not_started
1259,2H3Q,SOLUTION NMR,,1088,https://files.rcsb.org/download/2H3Q.cif.gz,not_started
1260,2H41,SOLUTION NMR,,719,https://files.rcsb.org/download/2H41.cif.gz,not_started
1261,2H45,SOLUTION NMR,,719,https://files.rcsb.org/download/2H45.cif.gz,not_started
1262,2H5M,SOLUTION NMR,,869,https://files.rcsb.org/download/2H5M.cif.gz,not_started
1263,2H7A,SOLUTION NMR,,879,https://files.rcsb.org/download/2H7A.cif.gz,not_started
1264,2H7B,SOLUTION NMR,,839,https://files.rcsb.org/download/2H7B.cif.gz,not_started
1265,2H7D,SOLUTION NMR,,1110,https://files.rcsb.org/download/2H7D.cif.gz,not_started
1266,2H7E,SOLUTION NMR,,1110,https://files.rcsb.org/download/2H7E.cif.gz,not_started
1267,2H7T,SOLUTION NMR,,852,https://files.rcsb.org/download/2H7T.cif.gz,not_started
1268,2H80,SOLUTION NMR,,655,https://files.rcsb.org/download/2H80.cif.gz,not_started
1269,2HA1,SOLUTION NMR,,1563,https://files.rcsb.org/download/2HA1.cif.gz,not_started
1270,2HAJ,SOLUTION NMR,,1081,https://files.rcsb.org/download/2HAJ.cif.gz,not_started
1271,2HC5,SOLUTION NMR,,993,https://files.rcsb.org/download/2HC5.cif.gz,not_started
1272,2HDL,SOLUTION NMR,,660,https://files.rcsb.org/download/2HDL.cif.gz,not_started
1273,2HDM,SOLUTION NMR,,582,https://files.rcsb.org/download/2HDM.cif.gz,not_started
1274,2HEP,SOLUTION NMR,,334,https://files.rcsb.org/download/2HEP.cif.gz,not_started
1275,2HFD,SOLUTION NMR,,1050,https://files.rcsb.org/download/2HFD.cif.gz,not_started
1276,2HFI,SOLUTION NMR,,1018,https://files.rcsb.org/download/2HFI.cif.gz,not_started
1277,2HFQ,SOLUTION NMR,,687,https://files.rcsb.org/download/2HFQ.cif.gz,not_started
1278,2HG7,SOLUTION NMR,,511,https://files.rcsb.org/download/2HG7.cif.gz,not_started
1279,2HGA,SOLUTION NMR,,760,https://files.rcsb.org/download/2HGA.cif.gz,not_started
1280,2HGC,SOLUTION NMR,,636,https://files.rcsb.org/download/2HGC.cif.gz,not_started
1281,2HGH,SOLUTION NMR,,1890,https://files.rcsb.org/download/2HGH.cif.gz,not_started
1282,2HGK,SOLUTION NMR,,979,https://files.rcsb.org/download/2HGK.cif.gz,not_started
1283,2HH8,SOLUTION NMR,,1095,https://files.rcsb.org/download/2HH8.cif.gz,not_started
1284,2HI6,SOLUTION NMR,,994,https://files.rcsb.org/download/2HI6.cif.gz,not_started
1285,2HJ8,SOLUTION NMR,,600,https://files.rcsb.org/download/2HJ8.cif.gz,not_started
1286,2HJI,SOLUTION NMR,,1255,https://files.rcsb.org/download/2HJI.cif.gz,not_started
1287,2HJJ,SOLUTION NMR,,537,https://files.rcsb.org/download/2HJJ.cif.gz,not_started
1288,2HJQ,SOLUTION NMR,,911,https://files.rcsb.org/download/2HJQ.cif.gz,not_started
1289,2HST,SOLUTION NMR,,1053,https://files.rcsb.org/download/2HST.cif.gz,not_started
1290,2HTF,SOLUTION NMR,,799,https://files.rcsb.org/download/2HTF.cif.gz,not_started
1291,2HUG,SOLUTION NMR,,568,https://files.rcsb.org/download/2HUG.cif.gz,not_started
1292,2HV1,SOLUTION NMR,,1802,https://files.rcsb.org/download/2HV1.cif.gz,not_started
1293,2HVZ,SOLUTION NMR,,798,https://files.rcsb.org/download/2HVZ.cif.gz,not_started
1294,2HWT,SOLUTION NMR,,759,https://files.rcsb.org/download/2HWT.cif.gz,not_started
1295,2I3B,SOLUTION NMR,,1446,https://files.rcsb.org/download/2I3B.cif.gz,not_started
1296,2I3E,SOLUTION NMR,,1731,https://files.rcsb.org/download/2I3E.cif.gz,not_started
1297,2I4K,SOLUTION NMR,,1035,https://files.rcsb.org/download/2I4K.cif.gz,not_started
1298,2I50,SOLUTION NMR,,984,https://files.rcsb.org/download/2I50.cif.gz,not_started
1299,2I59,SOLUTION NMR,,1158,https://files.rcsb.org/download/2I59.cif.gz,not_started
1300,2I7K,SOLUTION NMR,,974,https://files.rcsb.org/download/2I7K.cif.gz,not_started
1301,2I7U,SOLUTION NMR,,958,https://files.rcsb.org/download/2I7U.cif.gz,not_started
1302,2I83,SOLUTION NMR,,1228,https://files.rcsb.org/download/2I83.cif.gz,not_started
1303,2I85,SOLUTION NMR,,1136,https://files.rcsb.org/download/2I85.cif.gz,not_started
1304,2I94,SOLUTION NMR,,1610,https://files.rcsb.org/download/2I94.cif.gz,not_started
1305,2I96,SOLUTION NMR,,908,https://files.rcsb.org/download/2I96.cif.gz,not_started
1306,2I9H,SOLUTION NMR,,788,https://files.rcsb.org/download/2I9H.cif.gz,not_started
1307,2I9Y,SOLUTION NMR,,1237,https://files.rcsb.org/download/2I9Y.cif.gz,not_started
1308,2IDA,SOLUTION NMR,,798,https://files.rcsb.org/download/2IDA.cif.gz,not_started
1309,2IDY,SOLUTION NMR,,888,https://files.rcsb.org/download/2IDY.cif.gz,not_started
1310,2IEM,SOLUTION NMR,,1633,https://files.rcsb.org/download/2IEM.cif.gz,not_started
1311,2IFS,SOLUTION NMR,,1360,https://files.rcsb.org/download/2IFS.cif.gz,not_started
1312,2IIJ,SOLUTION NMR,,1396,https://files.rcsb.org/download/2IIJ.cif.gz,not_started
1313,2IJY,SOLUTION NMR,,1441,https://files.rcsb.org/download/2IJY.cif.gz,not_started
1314,2IKD,SOLUTION NMR,,419,https://files.rcsb.org/download/2IKD.cif.gz,not_started
1315,2IKE,SOLUTION NMR,,399,https://files.rcsb.org/download/2IKE.cif.gz,not_started
1316,2ILX,SOLUTION NMR,,1709,https://files.rcsb.org/download/2ILX.cif.gz,not_started
1317,2IN2,SOLUTION NMR,,1405,https://files.rcsb.org/download/2IN2.cif.gz,not_started
1318,2IPA,SOLUTION NMR,,1890,https://files.rcsb.org/download/2IPA.cif.gz,not_started
1319,2ITH,SOLUTION NMR,,1265,https://files.rcsb.org/download/2ITH.cif.gz,not_started
1320,2IUE,SOLUTION NMR,,1645,https://files.rcsb.org/download/2IUE.cif.gz,not_started
1321,2IVW,SOLUTION NMR,,876,https://files.rcsb.org/download/2IVW.cif.gz,not_started
1322,2IZ4,SOLUTION NMR,,700,https://files.rcsb.org/download/2IZ4.cif.gz,not_started
1323,2J48,SOLUTION NMR,,905,https://files.rcsb.org/download/2J48.cif.gz,not_started
1324,2J4M,SOLUTION NMR,,759,https://files.rcsb.org/download/2J4M.cif.gz,not_started
1325,2J4N,SOLUTION NMR,,759,https://files.rcsb.org/download/2J4N.cif.gz,not_started
1326,2J5D,SOLUTION NMR,,694,https://files.rcsb.org/download/2J5D.cif.gz,not_started
1327,2JGW,SOLUTION NMR,,489,https://files.rcsb.org/download/2JGW.cif.gz,not_started
1328,2JGX,SOLUTION NMR,,491,https://files.rcsb.org/download/2JGX.cif.gz,not_started
1329,2JM5,SOLUTION NMR,,1104,https://files.rcsb.org/download/2JM5.cif.gz,not_started
1330,2JMC,SOLUTION NMR,,595,https://files.rcsb.org/download/2JMC.cif.gz,not_started
1331,2JMF,SOLUTION NMR,,459,https://files.rcsb.org/download/2JMF.cif.gz,not_started
1332,2JMK,SOLUTION NMR,,871,https://files.rcsb.org/download/2JMK.cif.gz,not_started
1333,2JML,SOLUTION NMR,,665,https://files.rcsb.org/download/2JML.cif.gz,not_started
1334,2JMM,SOLUTION NMR,,1213,https://files.rcsb.org/download/2JMM.cif.gz,not_started
1335,2JMO,SOLUTION NMR,,598,https://files.rcsb.org/download/2JMO.cif.gz,not_started
1336,2JMP,SOLUTION NMR,,840,https://files.rcsb.org/download/2JMP.cif.gz,not_started
1337,2JMR,SOLUTION NMR,,1348,https://files.rcsb.org/download/2JMR.cif.gz,not_started
1338,2JMU,SOLUTION NMR,,1705,https://files.rcsb.org/download/2JMU.cif.gz,not_started
1339,2JMX,SOLUTION NMR,,1111,https://files.rcsb.org/download/2JMX.cif.gz,not_started
1340,2JN0,SOLUTION NMR,,394,https://files.rcsb.org/download/2JN0.cif.gz,not_started
1341,2JN3,SOLUTION NMR,,1045,https://files.rcsb.org/download/2JN3.cif.gz,not_started
1342,2JN4,SOLUTION NMR,,507,https://files.rcsb.org/download/2JN4.cif.gz,not_started
1343,2JN6,SOLUTION NMR,,777,https://files.rcsb.org/download/2JN6.cif.gz,not_started
1344,2JN7,SOLUTION NMR,,823,https://files.rcsb.org/download/2JN7.cif.gz,not_started
1345,2JN8,SOLUTION NMR,,851,https://files.rcsb.org/download/2JN8.cif.gz,not_started
1346,2JNF,SOLUTION NMR,,1232,https://files.rcsb.org/download/2JNF.cif.gz,not_started
1347,2JNG,SOLUTION NMR,,636,https://files.rcsb.org/download/2JNG.cif.gz,not_started
1348,2JNH,SOLUTION NMR,,345,https://files.rcsb.org/download/2JNH.cif.gz,not_started
1349,2JNK,SOLUTION NMR,,1090,https://files.rcsb.org/download/2JNK.cif.gz,not_started
1350,2JNP,SOLUTION NMR,,1303,https://files.rcsb.org/download/2JNP.cif.gz,not_started
1351,2JNS,SOLUTION NMR,,720,https://files.rcsb.org/download/2JNS.cif.gz,not_started
1352,2JNT,SOLUTION NMR,,879,https://files.rcsb.org/download/2JNT.cif.gz,not_started
1353,2JNU,SOLUTION NMR,,1119,https://files.rcsb.org/download/2JNU.cif.gz,not_started
1354,2JNY,SOLUTION NMR,,489,https://files.rcsb.org/download/2JNY.cif.gz,not_started
1355,2JNZ,SOLUTION NMR,,865,https://files.rcsb.org/download/2JNZ.cif.gz,not_started
1356,2JO0,SOLUTION NMR,,666,https://files.rcsb.org/download/2JO0.cif.gz,not_started
1357,2JO1,SOLUTION NMR,,590,https://files.rcsb.org/download/2JO1.cif.gz,not_started
1358,2JO6,SOLUTION NMR,,874,https://files.rcsb.org/download/2JO6.cif.gz,not_started
1359,2JO7,SOLUTION NMR,,1734,https://files.rcsb.org/download/2JO7.cif.gz,not_started
1360,2JOA,SOLUTION NMR,,877,https://files.rcsb.org/download/2JOA.cif.gz,not_started
1361,2JOB,SOLUTION NMR,,814,https://files.rcsb.org/download/2JOB.cif.gz,not_started
1362,2JOD,SOLUTION NMR,,1118,https://files.rcsb.org/download/2JOD.cif.gz,not_started
1363,2JOE,SOLUTION NMR,,1078,https://files.rcsb.org/download/2JOE.cif.gz,not_started
1364,2JOH,SOLUTION NMR,,876,https://files.rcsb.org/download/2JOH.cif.gz,not_started
1365,2JOM,SOLUTION NMR,,873,https://files.rcsb.org/download/2JOM.cif.gz,not_started
1366,2JOP,SOLUTION NMR,,870,https://files.rcsb.org/download/2JOP.cif.gz,not_started
1367,2JOQ,SOLUTION NMR,,749,https://files.rcsb.org/download/2JOQ.cif.gz,not_started
1368,2JOR,SOLUTION NMR,,629,https://files.rcsb.org/download/2JOR.cif.gz,not_started
1369,2JOV,SOLUTION NMR,,679,https://files.rcsb.org/download/2JOV.cif.gz,not_started
1370,2JOW,SOLUTION NMR,,655,https://files.rcsb.org/download/2JOW.cif.gz,not_started
1371,2JOX,SOLUTION NMR,,846,https://files.rcsb.org/download/2JOX.cif.gz,not_started
1372,2JOY,SOLUTION NMR,,758,https://files.rcsb.org/download/2JOY.cif.gz,not_started
1373,2JOZ,SOLUTION NMR,,1083,https://files.rcsb.org/download/2JOZ.cif.gz,not_started
1374,2JP1,SOLUTION NMR,,930,https://files.rcsb.org/download/2JP1.cif.gz,not_started
1375,2JP2,SOLUTION NMR,,999,https://files.rcsb.org/download/2JP2.cif.gz,not_started
1376,2JP9,SOLUTION NMR,,1712,https://files.rcsb.org/download/2JP9.cif.gz,not_started
1377,2JPA,SOLUTION NMR,,1589,https://files.rcsb.org/download/2JPA.cif.gz,not_started
1378,2JPD,SOLUTION NMR,,996,https://files.rcsb.org/download/2JPD.cif.gz,not_started
1379,2JPE,SOLUTION NMR,,1043,https://files.rcsb.org/download/2JPE.cif.gz,not_started
1380,2JPF,SOLUTION NMR,,851,https://files.rcsb.org/download/2JPF.cif.gz,not_started
1381,2JPI,SOLUTION NMR,,772,https://files.rcsb.org/download/2JPI.cif.gz,not_started
1382,2JPN,SOLUTION NMR,,637,https://files.rcsb.org/download/2JPN.cif.gz,not_started
1383,2JPO,SOLUTION NMR,,1097,https://files.rcsb.org/download/2JPO.cif.gz,not_started
1384,2JPP,SOLUTION NMR,,1670,https://files.rcsb.org/download/2JPP.cif.gz,not_started
1385,2JPU,SOLUTION NMR,,1064,https://files.rcsb.org/download/2JPU.cif.gz,not_started
1386,2JQ3,SOLUTION NMR,,618,https://files.rcsb.org/download/2JQ3.cif.gz,not_started
1387,2JQ5,SOLUTION NMR,,1029,https://files.rcsb.org/download/2JQ5.cif.gz,not_started
1388,2JQ6,SOLUTION NMR,,1057,https://files.rcsb.org/download/2JQ6.cif.gz,not_started
1389,2JQ8,SOLUTION NMR,,365,https://files.rcsb.org/download/2JQ8.cif.gz,not_started
1390,2JQE,SOLUTION NMR,,935,https://files.rcsb.org/download/2JQE.cif.gz,not_started
1391,2JQF,SOLUTION NMR,,2735,https://files.rcsb.org/download/2JQF.cif.gz,not_started
1392,2JQG,SOLUTION NMR,,1346,https://files.rcsb.org/download/2JQG.cif.gz,not_started
1393,2JQN,SOLUTION NMR,,896,https://files.rcsb.org/download/2JQN.cif.gz,not_started
1394,2JQO,SOLUTION NMR,,880,https://files.rcsb.org/download/2JQO.cif.gz,not_started
1395,2JQQ,SOLUTION NMR,,1237,https://files.rcsb.org/download/2JQQ.cif.gz,not_started
1396,2JQR,SOLUTION NMR,,1686,https://files.rcsb.org/download/2JQR.cif.gz,not_started
1397,2JQV,SOLUTION NMR,,1309,https://files.rcsb.org/download/2JQV.cif.gz,not_started
1398,2JQZ,SOLUTION NMR,,1033,https://files.rcsb.org/download/2JQZ.cif.gz,not_started
1399,2JR0,SOLUTION NMR,,1210,https://files.rcsb.org/download/2JR0.cif.gz,not_started
1400,2JR1,SOLUTION NMR,,628,https://files.rcsb.org/download/2JR1.cif.gz,not_started
1401,2JR2,SOLUTION NMR,,1206,https://files.rcsb.org/download/2JR2.cif.gz,not_started
1402,2JR5,SOLUTION NMR,,765,https://files.rcsb.org/download/2JR5.cif.gz,not_started
1403,2JR7,SOLUTION NMR,,666,https://files.rcsb.org/download/2JR7.cif.gz,not_started
1404,2JRA,SOLUTION NMR,,1020,https://files.rcsb.org/download/2JRA.cif.gz,not_started
1405,2JRB,SOLUTION NMR,,537,https://files.rcsb.org/download/2JRB.cif.gz,not_started
1406,2JRF,SOLUTION NMR,,1348,https://files.rcsb.org/download/2JRF.cif.gz,not_started
1407,2JRH,SOLUTION NMR,,778,https://files.rcsb.org/download/2JRH.cif.gz,not_started
1408,2JRK,SOLUTION NMR,,932,https://files.rcsb.org/download/2JRK.cif.gz,not_started
1409,2JRL,SOLUTION NMR,,1926,https://files.rcsb.org/download/2JRL.cif.gz,not_started
1410,2JRM,SOLUTION NMR,,499,https://files.rcsb.org/download/2JRM.cif.gz,not_started
1411,2JRO,SOLUTION NMR,,612,https://files.rcsb.org/download/2JRO.cif.gz,not_started
1412,2JRP,SOLUTION NMR,,639,https://files.rcsb.org/download/2JRP.cif.gz,not_started
1413,2JRR,SOLUTION NMR,,526,https://files.rcsb.org/download/2JRR.cif.gz,not_started
1414,2JRS,SOLUTION NMR,,842,https://files.rcsb.org/download/2JRS.cif.gz,not_started
1415,2JRT,SOLUTION NMR,,766,https://files.rcsb.org/download/2JRT.cif.gz,not_started
1416,2JRZ,SOLUTION NMR,,967,https://files.rcsb.org/download/2JRZ.cif.gz,not_started
1417,2JS0,SOLUTION NMR,,490,https://files.rcsb.org/download/2JS0.cif.gz,not_started
1418,2JS1,SOLUTION NMR,,1342,https://files.rcsb.org/download/2JS1.cif.gz,not_started
1419,2JS2,SOLUTION NMR,,524,https://files.rcsb.org/download/2JS2.cif.gz,not_started
1420,2JS4,SOLUTION NMR,,551,https://files.rcsb.org/download/2JS4.cif.gz,not_started
1421,2JS7,SOLUTION NMR,,1313,https://files.rcsb.org/download/2JS7.cif.gz,not_started
1422,2JSA,SOLUTION NMR,,630,https://files.rcsb.org/download/2JSA.cif.gz,not_started
1423,2JSD,SOLUTION NMR,,1261,https://files.rcsb.org/download/2JSD.cif.gz,not_started
1424,2JSN,SOLUTION NMR,,764,https://files.rcsb.org/download/2JSN.cif.gz,not_started
1425,2JSO,SOLUTION NMR,,687,https://files.rcsb.org/download/2JSO.cif.gz,not_started
1426,2JSP,SOLUTION NMR,,695,https://files.rcsb.org/download/2JSP.cif.gz,not_started
1427,2JSS,SOLUTION NMR,,1965,https://files.rcsb.org/download/2JSS.cif.gz,not_started
1428,2JST,SOLUTION NMR,,965,https://files.rcsb.org/download/2JST.cif.gz,not_started
1429,2JSW,SOLUTION NMR,,1357,https://files.rcsb.org/download/2JSW.cif.gz,not_started
1430,2JSX,SOLUTION NMR,,740,https://files.rcsb.org/download/2JSX.cif.gz,not_started
1431,2JSY,SOLUTION NMR,,1281,https://files.rcsb.org/download/2JSY.cif.gz,not_started
1432,2JSZ,SOLUTION NMR,,1281,https://files.rcsb.org/download/2JSZ.cif.gz,not_started
1433,2JT0,SOLUTION NMR,,1283,https://files.rcsb.org/download/2JT0.cif.gz,not_started
1434,2JT1,SOLUTION NMR,,550,https://files.rcsb.org/download/2JT1.cif.gz,not_started
1435,2JT3,SOLUTION NMR,,1283,https://files.rcsb.org/download/2JT3.cif.gz,not_started
1436,2JT5,SOLUTION NMR,,1306,https://files.rcsb.org/download/2JT5.cif.gz,not_started
1437,2JT6,SOLUTION NMR,,1303,https://files.rcsb.org/download/2JT6.cif.gz,not_started
1438,2JT8,SOLUTION NMR,,1284,https://files.rcsb.org/download/2JT8.cif.gz,not_started
1439,2JTE,SOLUTION NMR,,504,https://files.rcsb.org/download/2JTE.cif.gz,not_started
1440,2JTM,SOLUTION NMR,,471,https://files.rcsb.org/download/2JTM.cif.gz,not_started
1441,2JTT,SOLUTION NMR,,1934,https://files.rcsb.org/download/2JTT.cif.gz,not_started
1442,2JTV,SOLUTION NMR,,519,https://files.rcsb.org/download/2JTV.cif.gz,not_started
1443,2JTY,SOLUTION NMR,,1267,https://files.rcsb.org/download/2JTY.cif.gz,not_started
1444,2JTZ,SOLUTION NMR,,1284,https://files.rcsb.org/download/2JTZ.cif.gz,not_started
1445,2JU3,SOLUTION NMR,,997,https://files.rcsb.org/download/2JU3.cif.gz,not_started
1446,2JU5,SOLUTION NMR,,1160,https://files.rcsb.org/download/2JU5.cif.gz,not_started
1447,2JU7,SOLUTION NMR,,997,https://files.rcsb.org/download/2JU7.cif.gz,not_started
1448,2JU8,SOLUTION NMR,,1036,https://files.rcsb.org/download/2JU8.cif.gz,not_started
1449,2JUA,SOLUTION NMR,,838,https://files.rcsb.org/download/2JUA.cif.gz,not_started
1450,2JUB,SOLUTION NMR,,566,https://files.rcsb.org/download/2JUB.cif.gz,not_started
1451,2JUF,SOLUTION NMR,,532,https://files.rcsb.org/download/2JUF.cif.gz,not_started
1452,2JUG,SOLUTION NMR,,1144,https://files.rcsb.org/download/2JUG.cif.gz,not_started
1453,2JUH,SOLUTION NMR,,980,https://files.rcsb.org/download/2JUH.cif.gz,not_started
1454,2JUO,SOLUTION NMR,,696,https://files.rcsb.org/download/2JUO.cif.gz,not_started
1455,2JUW,SOLUTION NMR,,1254,https://files.rcsb.org/download/2JUW.cif.gz,not_started
1456,2JV2,SOLUTION NMR,,597,https://files.rcsb.org/download/2JV2.cif.gz,not_started
1457,2JV4,SOLUTION NMR,,435,https://files.rcsb.org/download/2JV4.cif.gz,not_started
1458,2JVA,SOLUTION NMR,,851,https://files.rcsb.org/download/2JVA.cif.gz,not_started
1459,2JVD,SOLUTION NMR,,380,https://files.rcsb.org/download/2JVD.cif.gz,not_started
1460,2JVE,SOLUTION NMR,,553,https://files.rcsb.org/download/2JVE.cif.gz,not_started
1461,2JVF,SOLUTION NMR,,748,https://files.rcsb.org/download/2JVF.cif.gz,not_started
1462,2JVO,SOLUTION NMR,,610,https://files.rcsb.org/download/2JVO.cif.gz,not_started
1463,2JVR,SOLUTION NMR,,642,https://files.rcsb.org/download/2JVR.cif.gz,not_started
1464,2JVV,SOLUTION NMR,,467,https://files.rcsb.org/download/2JVV.cif.gz,not_started
1465,2JVW,SOLUTION NMR,,695,https://files.rcsb.org/download/2JVW.cif.gz,not_started
1466,2JW1,SOLUTION NMR,,1057,https://files.rcsb.org/download/2JW1.cif.gz,not_started
1467,2JW8,SOLUTION NMR,,1882,https://files.rcsb.org/download/2JW8.cif.gz,not_started
1468,2JWE,SOLUTION NMR,,1284,https://files.rcsb.org/download/2JWE.cif.gz,not_started
1469,2JWN,SOLUTION NMR,,1893,https://files.rcsb.org/download/2JWN.cif.gz,not_started
1470,2JWS,SOLUTION NMR,,445,https://files.rcsb.org/download/2JWS.cif.gz,not_started
1471,2JWT,SOLUTION NMR,,525,https://files.rcsb.org/download/2JWT.cif.gz,not_started
1472,2JWU,SOLUTION NMR,,456,https://files.rcsb.org/download/2JWU.cif.gz,not_started
1473,2JWY,SOLUTION NMR,,1304,https://files.rcsb.org/download/2JWY.cif.gz,not_started
1474,2JX2,SOLUTION NMR,,663,https://files.rcsb.org/download/2JX2.cif.gz,not_started
1475,2JX5,SOLUTION NMR,,510,https://files.rcsb.org/download/2JX5.cif.gz,not_started
1476,2JX8,SOLUTION NMR,,406,https://files.rcsb.org/download/2JX8.cif.gz,not_started
1477,2JX9,SOLUTION NMR,,848,https://files.rcsb.org/download/2JX9.cif.gz,not_started
1478,2JXA,SOLUTION NMR,,859,https://files.rcsb.org/download/2JXA.cif.gz,not_started
1479,2JXC,SOLUTION NMR,,1069,https://files.rcsb.org/download/2JXC.cif.gz,not_started
1480,2JXN,SOLUTION NMR,,903,https://files.rcsb.org/download/2JXN.cif.gz,not_started
1481,2JXO,SOLUTION NMR,,750,https://files.rcsb.org/download/2JXO.cif.gz,not_started
1482,2JXP,SOLUTION NMR,,1239,https://files.rcsb.org/download/2JXP.cif.gz,not_started
1483,2JXT,SOLUTION NMR,,729,https://files.rcsb.org/download/2JXT.cif.gz,not_started
1484,2JXU,SOLUTION NMR,,1190,https://files.rcsb.org/download/2JXU.cif.gz,not_started
1485,2JXW,SOLUTION NMR,,617,https://files.rcsb.org/download/2JXW.cif.gz,not_started
1486,2JXX,SOLUTION NMR,,612,https://files.rcsb.org/download/2JXX.cif.gz,not_started
1487,2JXY,SOLUTION NMR,,1648,https://files.rcsb.org/download/2JXY.cif.gz,not_started
1488,2JY7,SOLUTION NMR,,403,https://files.rcsb.org/download/2JY7.cif.gz,not_started
1489,2JY8,SOLUTION NMR,,403,https://files.rcsb.org/download/2JY8.cif.gz,not_started
1490,2JY9,SOLUTION NMR,,1174,https://files.rcsb.org/download/2JY9.cif.gz,not_started
1491,2JYA,SOLUTION NMR,,637,https://files.rcsb.org/download/2JYA.cif.gz,not_started
1492,2JZ2,SOLUTION NMR,,542,https://files.rcsb.org/download/2JZ2.cif.gz,not_started
1493,2JZ4,SOLUTION NMR,,2256,https://files.rcsb.org/download/2JZ4.cif.gz,not_started
1494,2JZ5,SOLUTION NMR,,726,https://files.rcsb.org/download/2JZ5.cif.gz,not_started
1495,2JZ6,SOLUTION NMR,,597,https://files.rcsb.org/download/2JZ6.cif.gz,not_started
1496,2JZ8,SOLUTION NMR,,714,https://files.rcsb.org/download/2JZ8.cif.gz,not_started
1497,2JZA,SOLUTION NMR,,1020,https://files.rcsb.org/download/2JZA.cif.gz,not_started
1498,2JZB,SOLUTION NMR,,1154,https://files.rcsb.org/download/2JZB.cif.gz,not_started
1499,2JZC,SOLUTION NMR,,1584,https://files.rcsb.org/download/2JZC.cif.gz,not_started
1500,2JZD,SOLUTION NMR,,1003,https://files.rcsb.org/download/2JZD.cif.gz,not_started
1501,2JZI,SOLUTION NMR,,1367,https://files.rcsb.org/download/2JZI.cif.gz,not_started
1502,2JZY,SOLUTION NMR,,828,https://files.rcsb.org/download/2JZY.cif.gz,not_started
1503,2K01,SOLUTION NMR,,1115,https://files.rcsb.org/download/2K01.cif.gz,not_started
1504,2K02,SOLUTION NMR,,605,https://files.rcsb.org/download/2K02.cif.gz,not_started
1505,2K03,SOLUTION NMR,,1731,https://files.rcsb.org/download/2K03.cif.gz,not_started
1506,2K04,SOLUTION NMR,,1723,https://files.rcsb.org/download/2K04.cif.gz,not_started
1507,2K05,SOLUTION NMR,,1747,https://files.rcsb.org/download/2K05.cif.gz,not_started
1508,2K06,SOLUTION NMR,,988,https://files.rcsb.org/download/2K06.cif.gz,not_started
